ID,HSK,FREQ,GENERAL_STANDARD,RADICAL,STROKE_COUNT,CHINESE_CHARACTER,PINYIN,TONE,MEANING
2230,789,2189,686,工 48.4,7,巫,wū,1,"wizard, sorcerer, witch, shaman"
2231,789,2192,2423,水 85.8,11,渊,yuān,1,"surge up, bubble up, gush forth"
2232,789,2193,2374,冫 15.9,11,凑,còu,4,"piece together, assemble"
2233,789,2194,3012,水 85.10,13,溪,xī,1,"mountain stream, creek"
2234,789,2195,3488,虫 142.15,21,蠢,chǔn,3,wriggle; stupid; silly; fat
2235,789,2196,2793,示 113.8,12,禅,chán,2,dhyana (Sanskrit); Zen; meditation (Buddhism)
2236,789,2197,2397,門 169.8,11,阐,chǎn,3,"explain, clarify, elucidate"
2237,789,2199,2782,宀 40.9,12,寓,yù,4,residence; lodge; dwell
2238,789,2200,3439,艸 140.15,18,藤,téng,2,"rattan, cane; creeper plant"
2239,789,2201,1780,匚 22.8,10,匪,fěi,3,"bandits, robbers, gangsters"
2240,789,2203,2878,石 112.8,13,碑,bēi,1,stone tablet; gravestone
2241,789,2204,1397,手 64.7,9,挪,nuó,2,"move, shift on one side"
2242,789,2206,1995,肉 130.6,10,脂,zhī,1,"fat, grease, lard; grease"
2243,789,2207,2461,言 149.9,11,谎,huǎng,3,lie
2244,789,2208,2778,心 61.9,12,慨,kǎi,3,"sigh, regret; generous"
2245,789,2209,2210,艸 140.8,11,菩,pú,2,"herb, aromatic plant"
2246,789,2211,1601,犬 94.6,9,狮,shī,1,lion
2247,789,2212,2190,手 64.8,11,掘,jué,2,"dig, excavate; excavate cave"
2248,789,2214,1111,山 46.5,8,岭,lǐng,3,"mountain ridge, mountain peak"
2249,789,2216,2469,辵 162.8,11,逮,dǎi,3,"seize, catch; reach, arrive"
2250,789,2217,1454,石 112.4,9,砍,kǎn,3,"hack, chop, cut, fell"
2251,789,2220,2615,日 72.8,12,晰,xī,1,"clear, evident; clearly"
2252,789,2221,895,网 122.3,7,罕,hǎn,3,"rare, scarce; surname"
2253,789,2222,1807,手 64.7,10,挽,wǎn,3,"pull; pull back, draw back"
2254,789,2224,484,舟 137.0,6,舟,zhōu,1,"boat, ship; KangXi radical 137"
2255,789,2225,2990,疒 104.8,13,痴,chī,1,"foolish, stupid, dumb, silly"
2256,789,2228,2033,肉 130.6,10,脊,jí,2,"spine, backbone; ridge"
2257,789,2229,63,弓 57.0,3,弓,gōng,1,"bow; curved, arched; KangXi radical number 57"
2258,789,2234,3126,人 9.12,14,僚,liáo,2,"companion, colleague; officials; bureaucracy; a pretty face"
2259,789,2237,2823,馬 187.9,12,骚,sāo,1,"harass, bother, annoy, disturb"
2260,789,2238,957,手 64.5,8,拓,tà,4,expand; open up; support or push
2261,789,2239,1445,止 77.5,9,歪,wāi,1,"slant; inclined; askewd, awry"
2262,789,2240,2402,米 119.5,11,粘,zhān,1,"viscous, mucous; glutinous"
2263,789,2241,1428,木 75.5,9,柄,bǐng,3,"handle, lever, knob; authority"
2264,789,2242,645,土 32.4,7,坑,kēng,1,"pit, hole; bury, trap; harry"
2265,789,2243,1318,阜 170.6,8,陌,mò,4,foot path between rice fields
2266,789,2244,2104,穴 116.5,10,窄,zhǎi,3,"narrow, tight; narrow-minded"
2267,789,2246,489,儿 10.4,6,兆,zhào,4,omen; million; mega; also trillion. China = million; Japan and Taiwan = trillion
2268,789,2247,2292,山 46.8,11,崖,yá,2,"cliff, precipice; precipitous"
2269,789,2249,1167,刀 18.6,8,刹,shā,1,"temple, shrine, monastary"
2270,789,2250,3438,革 177.9,18,鞭,biān,1,whip; whip; string of firecrackers
2271,789,2251,372,艸 140.3,6,芒,máng,2,Miscanthus sinensis
2272,789,2252,2688,竹 118.6,12,筋,jīn,1,muscles; tendons
2273,789,2254,1534,金 167.5,9,钩,gōu,1,"hook, barb; sickle; stroke with"
2274,789,2255,2572,木 75.8,12,棍,gùn,4,"stick, cudgel; scoundrel"
2275,789,2256,3480,口 30.17,20,嚷,rǎng,3,"shout, brawl, make uproar, cry"
2276,789,2257,2973,肉 130.9,13,腺,xiàn,4,gland
2277,789,2258,1314,弓 57.5,8,弦,xián,2,"string; hypotenuse, crescent"
2278,789,2259,2748,火 86.8,12,焰,yàn,4,"flame, blaze; glowing, blazing"
2279,789,2260,1457,而 126.3,9,耍,shuǎ,3,"frolic, play, amuse, play with"
2280,789,2261,1966,人 9.8,10,俯,fǔ,3,"bow down, face down, look down"
2281,789,2263,2774,心 61.9,12,愣,lèng,4,be in a daze
2282,789,2264,2588,厂 27.10,12,厦,shà,4,"big building, mansion"
2283,789,2265,2130,心 61.6,10,恳,kěn,3,"sincere, earnest, cordial"
2284,789,2266,1611,食 184.6,9,饶,ráo,2,"bountiful, abundant, plentiful"
2285,789,2267,758,金 167.2,7,钉,dīng,1,"nail, spike; pursue closely"
2286,789,2268,3173,宀 40.11,14,寡,guǎ,3,"widowed; alone, friendless"
2287,789,2271,3043,又 29.11,13,叠,dié,2,pile; be piled up; fold up
2288,789,2272,2547,心 61.9,12,惹,rě,3,"irritate, vex, offend, incite"
2289,789,2273,2644,口 30.9,12,喻,yù,4,"metaphor, analogy; example; like"
2290,789,2274,3181,言 149.12,14,谱,pǔ,3,"list, table; musical score"
2291,789,2275,2776,心 61.10,12,愧,kuì,4,"ashamed, conscience-stricken"
2292,789,2276,3004,火 86.9,13,煌,huáng,2,"bright, shining, luminous"
2293,789,2277,3420,彳 60.14,17,徽,huī,1,"a badge, insignia"
2294,789,2278,3019,水 85.10,13,溶,róng,2,"to melt, dissolve; overflowing with"
2295,789,2279,917,土 32.4,7,坠,zhuì,4,"fall down, drop, sink, go to ruin"
2296,789,2282,3010,水 85.10,13,滥,làn,4,"flood, overflow; excessive"
2297,789,2285,2038,瓦 98.6,10,瓷,cí,2,"crockery, porcelain, chinaware"
2298,789,2290,2076,水 85.7,10,浴,yù,4,"bathe, wash; bath"
2299,789,2291,2811,女 38.9,12,媚,mèi,4,"charming, attractive; flatter"
2300,789,2293,2421,水 85.8,11,淮,huái,2,river in Anhui province
2301,789,2294,1082,口 30.6,8,哎,āi,1,interjection of surprise
2302,789,2296,3161,水 85.11,14,漆,qī,1,"varnish, lacquer, paint"
2303,789,2298,2500,巛 47.8,11,巢,cháo,2,"nest, living quarter in tree"
2304,789,2299,741,口 30.4,7,吩,fēn,1,"order, command, instruct"
2305,789,2300,3205,手 64.12,15,撰,zhuàn,4,"compose, write, compile"
2306,789,2301,2291,口 30.8,11,啸,xiào,4,"roar, howl, scream; whistle"
2307,789,2302,2750,水 85.9,12,滞,zhì,4,"block up, obstruct; stagnant"
2308,789,2303,950,玉 96.4,8,玫,méi,2,rose
2309,789,2305,1120,金 167.3,8,钓,diào,4,"fish; fishhook; tempt, lure"
2310,789,2307,3274,肉 130.11,15,膝,xī,1,knee
2311,789,2309,1003,艸 140.5,8,茂,mào,4,"thick, lush, dense; talented"
2312,789,2310,2335,身 158.4,11,躯,qū,1,body
2313,789,2311,381,口 30.3,6,吏,lì,4,"government official, magistrate"
2314,789,2313,3171,宀 40.11,14,寨,zhài,4,"stockade, stronghold, outpost; brothel"
2315,789,2314,2142,心 61.6,10,恕,shù,4,"forgive, excuse, show mercy"
2316,789,2316,2239,戈 62.7,11,戚,qī,1,relative; be related to; sad
2317,789,2317,701,辰 161.0,7,辰,chén,2,early morning; 5th terrestrial branch
2318,789,2318,2344,舟 137.5,11,舶,bó,2,"large, ocean-going vessel"
2319,789,2319,1990,頁 181.4,10,颁,bān,1,"confer, bestow; publish, promulgate"
2320,789,2322,559,言 149.4,6,讽,fěng,3,"recite, incant; satirize"
2321,789,2324,2117,衣 145.5,10,袍,páo,2,"long gown, robe, cloak"
2322,789,2325,3238,口 30.12,15,嘲,cháo,2,"ridicule, deride, scorn, jeer at"
2323,789,2328,2342,彳 60.8,11,衔,xián,2,"bit; hold in mouth, bite; gag"
2324,789,2329,1968,人 9.8,10,倦,juàn,4,"be tired of, weary"
2325,789,2330,2434,水 85.8,11,涵,hán,2,"soak, wet; tolerate, be lenient"
2326,789,2331,2255,隹 172.3,11,雀,què,4,sparrow
2327,789,2332,500,日 72.2,6,旬,xún,2,ten-day period; period of time
2328,789,2333,3269,人 9.13,15,僵,jiāng,1,"stiff and motionless, stock still"
2329,789,2334,3191,手 64.12,15,撕,sī,1,"rip, tear; buy cloth"
2330,789,2335,1182,肉 130.4,8,肢,zhī,1,human limbs; animal feet
2331,789,2336,1055,龍 212.3,8,垄,lǒng,3,"grave, mound; ridge in field"
2332,789,2337,403,大 37.3,6,夷,yí,2,ancient barbarian tribes
2333,789,2338,2363,辵 162.8,11,逸,yì,4,"flee, escape, break loose"
2334,789,2339,1016,艸 140.5,8,茅,máo,2,"reeds, rushes, grass; surname"
2335,789,2340,1149,人 9.6,8,侨,qiáo,2,"sojourn, lodge"
2336,789,2341,3125,八 12.12,14,舆,yú,2,"cart, palanquin, sedan chair"
2337,789,2342,2457,穴 116.6,11,窑,yáo,2,kiln; coal mine pit
2338,789,2346,1030,木 75.4,8,杭,háng,2,cross stream; navigate
2339,789,2348,3156,廾 55.12,14,弊,bì,4,"evil, wrong, bad; criminal"
2340,789,2349,1506,力 19.7,9,勋,xūn,1,meritorious deed; merits; rank
2341,789,2352,2015,冫 15.8,10,凄,qī,1,"bitter cold, miserable, dreary"
2342,789,2353,2160,手 64.8,11,捧,pěng,3,hold up in two hands
2343,789,2354,2085,水 85.7,10,浸,jìn,4,"soak, immerse, dip, percolate"
2344,789,2355,1447,石 112.4,9,砖,zhuān,1,"tile, brick"
2345,789,2356,2617,鼎 206.0,12,鼎,dǐng,3,"large, three-legged bronze caldron"
2346,789,2358,2860,艸 140.10,13,蒸,zhēng,1,steam; evaporate
2347,789,2360,829,亠 8.5,7,亩,mǔ,3,Chinese land measure; fields
2348,789,2361,1073,肉 130.4,8,肾,shèn,4,"kidneys; testes, gizzard"
2349,789,2362,1727,阜 170.7,9,陡,dǒu,3,"steep, sloping; abruptly, sudden"
2350,789,2363,138,爪 87.0,4,爪,zhǎo,3,"claw, nail, talon; animal feet"
2351,789,2365,1977,殳 79.6,10,殷,yīn,1,"many, great; abundant, flourishing"
2352,789,2366,412,卜 25.4,6,贞,zhēn,1,"virtuous, chaste, pure; loyal"
2353,789,2367,1405,艸 140.6,9,荐,jiàn,4,"repeat, reoccur; recommend"
2354,789,2368,1484,口 30.6,9,哑,yǎ,3,"dumb, mute; become hoarse"
2355,789,2369,1517,火 86.5,9,炭,tàn,4,charcoal; coal; carbon
2356,789,2370,644,土 32.4,7,坟,fén,2,"grave, mound; bulge; bulging"
2357,789,2371,1481,目 109.5,9,眨,zhǎ,3,wink
2358,789,2372,2835,手 64.10,13,搏,bó,2,seize; spring upon; strike
2359,789,2374,958,手 64.5,8,拢,lǒng,3,"collect, bring together"
2360,789,2375,2957,臼 134.7,13,舅,jiù,4,maternal uncle
2361,789,2376,1477,日 72.5,9,昧,mèi,4,"obscure, dark; darken"
2362,789,2377,3318,手 64.13,16,擅,shàn,4,monopolize; claim; arbitrarily; to dare
2363,789,2380,2533,手 64.9,12,搁,gē,1,"place, put, lay down; delay"
2364,789,2383,1904,口 30.7,10,哨,shào,4,"whistle, blow whistle; chirp"
2365,789,2386,3410,虫 142.11,17,螺,luó,2,spiral shell; conch; spiral
2366,789,2388,1000,日 72.4,8,昔,xī,1,formerly; ancient; in beginning
2367,789,2390,3034,言 149.11,13,谬,miù,4,"error, exaggeration; erroneous"
2368,789,2391,2460,言 149.9,11,谍,dié,2,an intelligence report; to spy; spying
2369,789,2392,808,龜 213.0,7,龟,guī,1,turtle or tortoise; cuckold
2370,789,2393,3039,女 38.10,13,媳,xí,2,daughter-in-law
2371,789,2394,1643,女 38.6,9,姜,jiāng,1,surname; ginger
2372,789,2395,3235,目 109.10,15,瞎,xiā,1,"blind, reckless; rash"
2373,789,2396,2124,冖 14.8,10,冤,yuān,1,"grievance, injustice, wrong"
2374,789,2397,1464,鳥 196.4,9,鸦,yā,1,crow; Corvus species (various)
2375,789,2398,2855,艸 140.11,13,蓬,péng,2,type of raspberry; fairyland
2376,789,2399,1406,己 49.6,9,巷,xiàng,4,"alley, lane"
2377,789,2401,1782,木 75.6,10,栽,zāi,1,"to cultivate, plant; to care for plants"
2378,789,2402,1245,水 85.5,8,沾,zhān,1,"moisten, wet, soak; touch"
2379,789,2403,893,言 149.5,7,诈,zhà,4,"cheat, defraud, swindle; trick"
2380,789,2405,3232,目 109.10,15,瞒,mán,2,"deceive, lie; eyes half-closed"
2381,789,2407,3514,厂 27.2,4,厄,è,4,"adversity, difficulty, distress"
2382,789,2409,940,糸 120.4,7,纺,fǎng,3,"spin, reel, weave; reeled pongee"
2383,789,2410,3499,缶 121.18,23,罐,guàn,4,"jar, jug, pitcher, pot"
2384,789,2411,2230,木 75.7,11,桶,tǒng,3,"pail, bucket, tub; cask, keg"
2385,789,2412,3474,土 32.17,20,壤,rǎng,3,"soil, loam, earth; rich"
2386,789,2414,1991,頁 181.4,10,颂,sòng,4,"laud, acclaim; hymn; ode"
2387,789,2415,3364,肉 130.12,16,膨,péng,2,"to swell; swollen, bloated, inflated"
2388,789,2417,1751,土 32.6,9,垒,lěi,3,"rampart, military wall"
2389,789,2419,2806,阜 170.10,12,隙,xì,4,"crack, split, fissure; grudge"
2390,789,2421,1752,糸 120.6,9,绑,bǎng,3,"bind, tie, fasten"
2391,789,2423,3252,口 30.12,15,嘿,hēi,1,"be silent, be quiet"
2392,789,2424,850,儿 10.5,7,兑,duì,4,cash; exchange
2393,789,2425,3231,雨 173.7,15,霉,méi,2,"mildew, mold; moldy, mildewed"
2394,789,2426,1805,手 64.7,10,挫,cuò,4,push down; chop down; grind
2395,789,2427,3260,禾 115.10,15,稽,jī,1,"examine, investigate; delay"
2396,789,2428,2888,車 159.9,13,辐,fú,2,spokes of wheel
2397,789,2429,42,乙 5.2,3,乞,qǐ,3,beg; request
2398,789,2430,932,糸 120.4,7,纱,shā,1,"gauze, thin silk; yarn, thread"
2399,789,2434,2151,糸 120.7,10,绣,xiù,4,embroider; embroidery; ornament
2400,789,2435,683,木 75.3,7,杖,zhàng,4,"cane, walking stick"
2401,789,2436,2843,土 32.10,13,塘,táng,2,"pond; tank; dike, embankment"
2402,789,2437,1582,行 144.3,9,衍,yǎn,3,"overflow, spill over, spread out"
2403,789,2438,1462,車 159.5,9,轴,zhóu,2,"axle, axletree; pivot; axis"
2404,789,2439,3456,手 64.15,19,攀,pān,1,climb; pull; hang on to
2405,789,2440,3133,肉 130.10,14,膊,bó,2,"shoulders, upper arms"
2406,789,2441,3487,言 149.13,20,譬,pì,4,"metaphor, simile, example"
2407,789,2443,1295,示 113.4,8,祈,qí,2,"pray; entreat, beseech"
2408,789,2445,2831,聿 129.7,13,肆,sì,4,"indulge; excess; numeral four; particle meaning now, therefore; shop"
2409,789,2447,1875,車 159.6,10,轿,jiào,4,"sedan-chair, palanquin"
2410,789,2448,2575,木 75.8,12,棚,péng,2,"tent, awning; booth; shed"
2411,789,2449,1253,水 85.5,8,泣,qì,4,"cry, sob, weep"
2412,789,2450,2801,尸 44.9,12,屡,lǚ,3,"frequently, often, again and again"
2413,789,2451,3477,足 157.13,20,躁,zào,4,"tense, excited, irritable"
2414,789,2453,2368,几 16.9,11,凰,huáng,2,female phoenix
2415,789,2454,3016,水 85.10,13,溢,yì,4,"overflow, brim over; full"
2416,789,2456,1863,石 112.5,10,砸,zá,2,"smash, crush, break; pound, mash"
2417,789,2459,437,巾 50.3,6,帆,fān,1,sail; boat
2418,789,2460,1837,木 75.6,10,栖,qī,1,perch; roost; stay
2419,789,2461,2783,穴 116.7,12,窜,cuàn,4,"run away; revise, edit; expel"
2420,789,2462,51,丶 3.2,3,丸,wán,2,"small round object; pellet, pill"
2421,789,2463,1060,車 159.4,8,斩,zhǎn,3,"cut, chop, sever; behead"
2422,789,2464,2519,土 32.9,12,堤,dī,1,dike
2423,789,2465,2836,土 32.10,13,塌,tā,1,"fall in ruins, collapse"
2424,789,2466,1115,貝 154.4,8,贩,fàn,4,"peddler, hawker, street merchant"
2425,789,2467,2238,厂 27.9,11,厢,xiāng,1,"side-room, wing; theatre box"
2426,789,2468,2176,手 64.8,11,掀,xiān,1,"lift, raise; stir"
2427,789,2470,1128,丿 4.7,8,乖,guāi,1,"rebel; crafty, shrewd"
2428,789,2471,2468,言 149.9,11,谜,mí,2,"riddle, conundrum; puzzle"
2429,789,2472,1793,手 64.7,10,捏,niē,1,pick with fingers; knead; mold
2430,789,2473,2396,門 169.8,11,阎,yán,2,village gate; surname
2431,789,2474,3018,水 85.10,13,滨,bīn,1,"beach, sea coast; river bank"
2432,789,2475,1072,虍 141.2,8,虏,lǔ,3,"to capture, imprison, seize; a prison"
2433,789,2476,2259,匕 21.9,11,匙,shi,0,spoon; surname
2434,789,2477,672,艸 140.4,7,芦,lú,2,"rushes, reeds"
2435,789,2479,1536,卩 26.6,9,卸,xiè,4,lay down; retire from office
2436,789,2480,1260,水 85.5,8,沼,zhǎo,3,"lake, fishpond, swamps"
2437,789,2481,1531,金 167.4,9,钥,yào,4,key; lock
2438,789,2482,1840,木 75.6,10,株,zhū,1,numerary adjunct for trees; root
2439,789,2483,2464,示 113.7,11,祷,dǎo,3,"pray; entreat, beg, plead; prayer"
2440,789,2484,2042,刀 18.8,10,剖,pōu,1,"split in two, slice; dissect"
2441,789,2485,3075,火 86.10,14,熙,xī,1,"bright, splendid, glorious"
2442,789,2486,1507,口 30.6,9,哗,huā,1,rushing sound; gush forward
2443,789,2487,3311,刀 18.13,15,劈,pī,1,"cut apart, split, chop"
2444,789,2488,1266,心 61.5,8,怯,qiè,4,"lacking in courage, afraid"
2445,789,2490,1997,肉 130.6,10,胳,gē,1,"armpit, arms"
2446,789,2491,1846,木 75.6,10,桩,zhuāng,1,"stake, post; affair, matter"
2447,789,2492,2828,玉 96.10,13,瑰,guī,1,"extraordinary, fabulous; rose"
2448,789,2494,2197,女 38.8,11,娶,qǔ,3,"marry, take wife"
2449,789,2495,1239,水 85.5,8,沫,mò,4,"froth, foam, bubbles, suds"
2450,789,2496,2929,口 30.10,13,嗓,sǎng,3,voice; throat
2451,789,2498,2568,火 86.8,12,焚,fén,2,burn
2452,789,2499,2426,水 85.8,11,淘,táo,2,wash in sieve; weed out
2453,789,2500,3183,女 38.11,14,嫩,nèn,4,"soft, tender, delicate; young"
2454,789,2501,2995,音 180.4,13,韵,yùn,4,rhyme; vowel
2455,789,2504,1533,金 167.4,9,钧,jūn,1,unit of measure equivalent to thirty catties
2456,789,2505,1473,立 117.4,9,竖,shù,4,"perpendicular, vertical; erect"
2457,789,2506,1923,山 46.7,10,峻,jùn,4,"high, steep, towering; stern"
2458,789,2507,1989,豸 153.3,10,豹,bào,4,"leopard, panther; surname"
2459,789,2508,1781,手 64.7,10,捞,lāo,1,"scoop out of water; dredge, fish"
2460,789,2509,2209,艸 140.8,11,菊,jú,2,chrysanthemum
2461,789,2510,2903,邑 163.11,13,鄙,bǐ,3,mean; low
2462,789,2511,3129,鬼 194.5,14,魄,pò,4,vigor; body; dark part of moon
2463,789,2512,2336,儿 10.9,11,兜,dōu,1,pouch
2464,789,2513,1483,口 30.6,9,哄,hōng,1,"coax; beguile, cheat, deceive"
2465,789,2514,2979,頁 181.7,13,颖,yǐng,3,rice tassel; sharp point; clever
2466,789,2515,3258,金 167.10,15,镑,bàng,4,pound sterling
2467,789,2516,2133,尸 44.7,10,屑,xiè,4,"bits, scraps, crumbs, fragments"
2468,789,2519,1272,心 61.5,8,怡,yí,2,"harmony; pleasure, joy; be glad"
2469,789,2520,2437,水 85.8,11,渗,shèn,4,"soak through, infiltrate"
2470,789,2521,764,禾 115.2,7,秃,tū,1,bald
2471,789,2523,714,日 72.3,7,旱,hàn,4,drought; dry; dry land
2472,789,2527,3307,言 149.13,15,谴,qiǎn,3,"reprimand, scold, abuse"
2473,789,2529,3261,禾 115.10,15,稻,dào,4,"rice growing in field, rice plant"
2474,789,2530,2656,金 167.7,12,铸,zhù,4,"melt, cast; coin, mint"
2475,789,2534,1878,比 81.6,10,毙,bì,4,kill; die violent death
2476,789,2535,1687,心 61.6,9,恍,huǎng,3,seemingly; absent-minded
2477,789,2536,1116,貝 154.5,8,贬,biǎn,3,"decrease, lower; censure, criticize"
2478,789,2537,2061,火 86.6,10,烛,zhú,2,"candle, taper; shine, illuminate"
2479,789,2538,1764,馬 187.6,9,骇,hài,4,"terrify, frighten, scare; shock"
2480,789,2539,673,艸 140.4,7,芯,xīn,1,pith from rush (juncus effusus)
2481,789,2544,375,木 75.2,6,朽,xiǔ,3,"decayed, rotten; rot, decay"
2482,789,2546,780,人 9.5,7,佣,yōng,1,commission fee
2483,789,2548,2882,石 112.8,13,碌,lù,4,"rough, uneven, rocky; mediocre"
2484,789,2549,453,辵 162.3,6,迄,qì,4,"extend, reach; until; till"
2485,789,2551,1401,刀 18.8,9,荆,jīng,1,thorns; brambles; my wife; cane
2486,789,2553,2593,隹 172.4,12,雁,yàn,4,wild goose
2487,789,2554,1339,糸 120.5,8,绅,shēn,1,"girdle; tie, bind; gentry"
2488,789,2557,1718,言 149.7,9,诵,sòng,4,"recite, chant, repeat"
2489,789,2560,3223,酉 164.8,15,醇,chún,2,"rich, good as wine; pure, unmixed"
2490,789,2561,2319,竹 118.5,11,笛,dí,2,bamboo flute; whistle
2491,789,2562,2711,禸 114.8,12,禽,qín,2,"birds, fowl; surname;; capture"
2492,789,2563,152,勹 20.2,4,勿,wù,4,"must not, do not; without, never"
2493,789,2565,2898,目 109.9,13,瞄,miáo,2,take aim at; look at
2494,789,2566,3254,巾 50.12,15,幢,chuáng,2,carriage curtain; sun screen
2495,789,2568,2896,目 109.9,13,睹,dǔ,3,"look at, gaze at; observe"
2496,789,2569,1925,貝 154.6,10,贿,huì,4,"bribe; bribes; riches, wealth"
2497,789,2572,745,口 30.4,7,呜,wū,1,"sound of crying, sobbing"
2498,789,2573,1369,手 64.6,9,拱,gǒng,3,"fold hands on breast; bow, salute"
2499,789,2575,3070,艸 140.11,14,蔑,miè,4,"disdain, disregard; slight"
2500,789,2577,3044,糸 120.10,13,缚,fù,4,to tie
2501,789,2579,3359,竹 118.11,16,篷,péng,2,"awning, covering; sail; boat"
2502,789,2580,2415,水 85.8,11,淹,yān,1,"drown; cover with liquid, steep"
2503,789,2581,2716,肉 130.8,12,腕,wàn,4,wrist
2504,789,2584,1217,十 24.6,8,卒,zú,2,"soldier; servant; at last, finally"
2505,789,2585,2195,力 19.9,11,勘,kān,1,investigate; compare; collate
2506,789,2586,3475,香 186.11,20,馨,xīn,1,"fragrant, aromatic; distant fragrance"
2507,789,2587,1854,辵 162.7,10,逗,dòu,4,"tempt, allure, arouse, stir"
2508,789,2588,809,田 102.2,7,甸,diān,1,suburbs of capital; govern; crops
2509,789,2589,1520,貝 154.5,9,贱,jiàn,4,"mean, low; cheap, worthless"
2510,789,2591,852,火 86.3,7,灿,càn,4,"vivid, illuminating; bright"
2511,789,2592,2607,攴 66.8,12,敞,chǎng,3,"roomy, spacious, open, broad"
2512,789,2593,3106,虫 142.8,14,蜡,là,4,"wax; candle; waxy, glazed; maggot; as a non-simplified form sometimes used as an equivalent to 䄍, meaning imperial harvest"
2513,789,2594,261,囗 31.2,5,囚,qiú,2,"prisoner, convict; confine"
2514,789,2596,2560,辛 160.5,12,辜,gū,1,"crime, criminal offense"
2515,789,2597,1390,土 32.6,9,垫,diàn,4,"advance money, pay for another"
2516,789,2598,923,女 38.4,7,妒,dù,4,"jealous, envious"
2517,789,2599,2963,鬼 194.4,13,魁,kuí,2,chief; leader; best; monstrous
2518,789,2600,2796,言 149.10,12,谣,yáo,2,"sing; folksong, ballad; rumor"
2519,789,2601,3026,宀 40.11,13,寞,mò,4,"silent, still, lonely, solitary"
2520,789,2602,2934,虫 142.7,13,蜀,shǔ,3,name of an ancient state
2521,789,2603,284,用 101.0,5,甩,shuǎi,3,"throw away, discard"
2522,789,2604,2414,水 85.8,11,涯,yá,2,"border, horizon, shore"
2523,789,2605,1033,木 75.4,8,枕,zhěn,3,pillow
2524,789,2606,84,一 1.3,4,丐,gài,4,beggar; beg; give
2525,789,2609,1256,水 85.5,8,泌,mì,4,"to seep out, excrete"
2526,789,2610,2708,辵 162.9,12,逾,yú,2,"go over, pass over, exceed"
2527,789,2611,241,口 30.2,5,叮,dīng,1,exhort or enjoin repeatedly
2528,789,2613,3430,火 86.13,17,燥,zào,4,"dry, parched, arid; quick-tempered"
2529,789,2616,1021,木 75.4,8,枢,shū,1,door hinge; pivot; center of power
2530,789,2619,329,弓 57.2,5,弘,hóng,2,"enlarge, expand; liberal, great"
2531,789,2620,1957,人 9.8,10,倚,yǐ,3,"rely on, depend on; lean heavily"
2532,789,2621,1566,人 9.7,9,侮,wǔ,3,"insult, ridicule, disgrace"
2533,789,2624,3308,鳥 196.10,15,鹤,hè,4,crane; Grus species (various)
2534,789,2625,1612,食 184.6,9,蚀,shí,2,nibble away; erode; eclipse
2535,789,2626,2018,水 85.6,10,浆,jiāng,1,any thick fluid; starch; broth
2536,789,2631,3399,雨 173.9,17,霜,shuāng,1,frost; crystallized; candied
2537,789,2633,3212,艸 140.14,15,蕴,yùn,4,"to collect, gather, store; profound"
2538,789,2635,2495,糸 120.8,11,绸,chóu,2,"silk cloth, satin damask"
2539,789,2636,434,山 46.3,6,屿,yǔ,3,island
2540,789,2639,512,女 38.3,6,妆,zhuāng,1,"to adorn oneself, dress up, use make-up"
2541,789,2640,1796,手 64.7,10,捆,kǔn,3,"tie up; bind, truss up; bundle"
2542,789,2645,213,一 1.4,5,丙,bǐng,3,third; 3rd heavenly stem
2543,789,2646,2382,疒 104.6,11,痒,yǎng,3,itch
2544,789,2647,1527,金 167.4,9,钞,chāo,1,"paper money, bank notes; copy"
2545,789,2649,92,犬 94.0,4,犬,quǎn,3,dog; radical number 94
2546,789,2650,1972,身 158.3,10,躬,gōng,1,"body; personally, in person"
2547,789,2651,1723,尸 44.6,9,昼,zhòu,4,"daytime, daylight"
2548,789,2652,3455,艸 140.16,19,藻,zǎo,3,"splendid, magnificent; algae"
2549,789,2655,2597,頁 181.6,12,颊,jiá,2,"cheeks, jaw"
2550,789,2656,2744,大 37.9,12,奠,diàn,4,pay respect; settle
2551,789,2657,2549,力 19.11,12,募,mù,4,"levy, raise; summon; recruit"
2552,789,2658,1818,耳 128.4,10,耽,dān,1,indulge in; be negligent
2553,789,2660,1317,阜 170.6,8,陋,lòu,4,"narrow; crude, coarse; ugly"
2554,789,2661,1146,人 9.6,8,侣,lǚ,3,companion; associate with
2555,789,2662,3130,鬼 194.5,14,魅,mèi,4,"kind of forest demon, elf"
2556,789,2665,1470,虍 141.3,9,虐,nüè,4,"cruel, harsh, oppressive"
2557,789,2666,2475,土 32.9,11,堕,duò,4,"fall, sink, let fall; degenerate"
2558,789,2668,1830,艸 140.7,10,莹,yíng,2,"luster of gems; bright, lustrous"
2559,789,2669,1420,艸 140.7,9,荫,yīn,1,"shade, shelter; protect"
2560,789,2670,1604,犬 94.6,9,狡,jiǎo,3,"cunning, deceitful, treacherous"
2561,789,2671,1638,門 169.6,9,阀,fá,2,powerful and influential group
2562,789,2672,1763,糸 120.6,9,绞,jiǎo,3,"twist, wring; intertwine; winch"
2563,789,2673,3142,肉 130.10,14,膏,gāo,1,"grease, fat; paste, ointment"
2564,789,2674,1371,土 32.6,9,垮,kuǎ,3,"be defeated, fail, collapse"
2565,789,2675,1014,艸 140.5,8,茎,jīng,1,"stem, stalk"
2566,789,2676,2814,糸 120.9,12,缅,miǎn,3,"distant, remote; think of"
2567,789,2677,2621,口 30.9,12,喇,lǎ,3,"horn, bugle; lama; final particle"
